,Date,Time,Message,Messenger
6221,2020-05-29,22:56:13,I cant even unlock my bootloader,Abhi Shek
6222,2020-05-29,22:56:19,so i am finished,Abhi Shek
6223,2020-05-29,22:56:36,Please tell me some waay apart from test point method,Abhi Shek
6224,2020-05-29,23:08:43,Try using  mi flash tool,Abdo Hossam
6225,2020-05-29,23:08:55,It wont work,Abhi Shek
6226,2020-05-29,23:09:07,Shows me no checkpoint,Abhi Shek
6227,2020-05-29,23:09:18,While flashing cn rkm,Abhi Shek
6228,2020-05-29,23:09:18,rom,Abhi Shek
6229,2020-05-29,23:09:21,or global rom,Abhi Shek
6230,2020-05-29,23:12:40,Find someone with an authorized service account,
6231,2020-05-29,23:21:28,"Caution with flood, bro!",ɹoıun̗ſ
6232,2020-05-29,23:30:48,How you locked your bootloader by flashing a rom ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6233,2020-05-29,23:31:05,"Miflash clean all and lock, its set by default",
6234,2020-05-29,23:31:40,He said he flased global rom miui 12 one ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6235,2020-05-29,23:31:51,Indian rom,
6236,2020-05-29,23:32:41,Ahhh ... My bad but still how he can't boot 🤔🤔,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6237,2020-05-29,23:32:57,Maybe service center only way edl,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6238,2020-05-30,18:55:37,,K20 Pro / Mi9T pro Mods [ EOL ]
6239,2020-05-30,18:55:59,,K20 Pro / Mi9T pro Mods [ EOL ]
6240,2020-05-30,19:14:41,Where can I find toggle to choose which lense I use?,Jakob
6241,2020-05-30,19:15:23,Should be an option ultracam settings > aux lenses,
6242,2020-05-30,19:16:09,"Yeah me blind, found it!",Jakob
6243,2020-05-30,19:25:06,"Hey, need some help, my k20 pro 8 256 compass is always spinning (google maps too), and the eis cam stabilizer at 30fps video record is shaky even the phone is stand still, how to fix it? Thanks",cebe
6244,2020-05-30,19:25:29,"Persist might be fucked, or hardware issue",
6245,2020-05-30,19:26:36,"If hardware issues that will be troublesome, and how to fix if it the persist issue?",cebe
6246,2020-05-30,19:29:32,"If u dont have a persist backup, i don't know",
6247,2020-05-30,19:29:41,Maybe someone else knowx,
6248,2020-05-30,19:31:37,"Because my phone still not UBL, not rooted, still original from factory, it just happened this afternoon, not falling or whatever, this so confusing 😟😟",cebe
6249,2020-05-30,19:51:01,Then it's probably a hardware issue,
6250,2020-05-30,20:45:19,"anyone tell me that how to flash corvus os I'm currently in stag os , i need to wipe system also or not 😅., I don't known plzz help",Rurouni Kenshin
6251,2020-05-30,20:45:59,"Just install the rom+dfe and wipe data, cache, dalvik cache",
6252,2020-05-30,20:46:31,thanks a lot buddy,Rurouni Kenshin
6253,2020-05-30,20:54:35,Anyone tried latest Miroom ? FOD works with candy Kernel or still a bug?,𝓘 𝓶 𝓻 𝓪 𝓷
6254,2020-05-30,23:34:27,It should be kernel bug😐,Lord Vilain
6255,2020-05-31,00:14:47,This WhatsApp Looks great with Themes 👍,"Alem,69"
6256,2020-05-31,00:21:19,Pazi bivsih srba :),Vazda Vazda
6257,2020-05-31,00:33:52,Heard Xiaomi changed the code... That's the reason,𝓘 𝓶 𝓻 𝓪 𝓷
6258,2020-05-31,00:35:15,R u on Miroom ? How's the SOT in normal usage without gaming? TIA,𝓘 𝓶 𝓻 𝓪 𝓷
6259,2020-05-31,00:36:53,Ko su ti 😂,"Alem,69"
6260,2020-05-31,01:57:53,Areo ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6261,2020-05-31,01:58:42,get ready for block,Wajid khan
6262,2020-05-31,02:15:35,Why,"Alem,69"
6263,2020-05-31,02:16:20,I got like 20% of notifications from none official WhatsApp versions so it's cancer imo,Jakob
6264,2020-05-31,02:17:18,whatsapp ban,Wajid khan
6265,2020-05-31,02:17:39,Yes I Like it,"Alem,69"
6266,2020-05-31,02:18:31,OK do it If that yours desire,"Alem,69"
6267,2020-05-31,02:19:36,sir am not talking about me,Wajid khan
6268,2020-05-31,02:19:52,actually whatsapp ban people who use unofficial version of whatsapp,Wajid khan
6269,2020-05-31,02:23:41,"Oh sorry I dont understand what you mean 

I will see 
I I just noticed I can't backup from images","Alem,69"
6270,2020-05-31,02:24:02,okay sir,Wajid khan
6271,2020-05-31,06:30:04,"hi, any stock camera apk?",Gabriel
6272,2020-05-31,06:30:44,Anx,ahmed
6273,2020-05-31,12:02:10,hi guys.. need some advice..,
6274,2020-05-31,12:03:33,i spilled soysauce on top of my phone. and after that its still working but the pop up wont work and i experienced automatic volume up/down when plugging earphone.. what am i gnna do?? t.i.a.,
6275,2020-05-31,12:30:58,Go to service center,★ Meitei Nupa★
6276,2020-05-31,12:31:36,++,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6277,2020-05-31,12:40:36,,K20 Pro / Mi9T pro Mods [ EOL ]
6278,2020-05-31,12:43:55,Miui Not supported i guess 🤧,Jakob
6279,2020-05-31,13:02:13,Miui support??,
6280,2020-05-31,13:06:38,Nooo,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6281,2020-05-31,13:16:24,,Saitama
6282,2020-05-31,13:25:04,how to fix this?,Parth Clancy
6283,2020-05-31,14:48:41,What ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6284,2020-05-31,15:53:47,How to install guys?,yooo
6285,2020-05-31,15:54:08,"I guess it's magisk. If not, probably twrp",
6286,2020-05-31,15:55:40,Just flashing?,yooo
6287,2020-05-31,15:55:51,I guess,
6288,2020-05-31,15:56:43,😭😭,yooo
6289,2020-05-31,16:45:57,Stay away ⚠️,K20 Pro / Mi9T pro Mods [ EOL ]
6290,2020-05-31,16:45:57,,K20 Pro / Mi9T pro Mods [ EOL ]
6291,2020-05-31,16:45:57,,K20 Pro / Mi9T pro Mods [ EOL ]
6292,2020-05-31,16:45:57,,K20 Pro / Mi9T pro Mods [ EOL ]
6293,2020-05-31,16:45:57,,K20 Pro / Mi9T pro Mods [ EOL ]
6294,2020-05-31,16:45:57,"Found crashes on Pixel, Samsung and Xiaomeme till now

The condition is much worse in Samsung and Pixels Devices",K20 Pro / Mi9T pro Mods [ EOL ]
6295,2020-05-31,16:46:31,,K20 Pro / Mi9T pro Mods [ EOL ]
6296,2020-05-31,16:49:29,Yes. Codes can be encrypted inside colour gamut 😊,Malayali #zilliqan
6297,2020-05-31,16:49:33,Thanks for sharing,Malayali #zilliqan
6298,2020-05-31,16:55:21,No crash fr me on xiaomeme,ItsMeBaloo
6299,2020-05-31,17:00:29,Prooo u tried also 😅😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6300,2020-05-31,17:00:47,"Yup , ninja",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6301,2020-05-31,17:01:31,Yeah...in masik idk abt stock,ItsMeBaloo
6302,2020-05-31,17:12:50,No problem in Miui12 K20P,rockyanexpert
6303,2020-05-31,17:14:26,In stock ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6304,2020-05-31,17:15:23,They tried and they fucked,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6305,2020-05-31,17:15:23,"Not Kidding! 👀

The more you tell people not to do something, they will do it anyway 😂 + it's lockdown everywhere",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6306,2020-05-31,17:15:23,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6307,2020-05-31,17:15:23,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6308,2020-05-31,17:15:23,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6309,2020-05-31,17:15:23,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6310,2020-05-31,17:16:35,Eu,rockyanexpert
6311,2020-05-31,17:19:46,Maybe if u send as file in telegram it will fuck shit up,
6312,2020-05-31,17:20:52,,rockyanexpert
6313,2020-05-31,17:20:53,"Yah maybe , ahmed already tried",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6314,2020-05-31,17:20:53,,rockyanexpert
6315,2020-05-31,17:21:41,Rename the original file as zip then upload.,rockyanexpert
6316,2020-05-31,17:21:58,As you guys can see pixel devices are fucked,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6317,2020-05-31,17:22:02,Why? U can send photo as file,
6318,2020-05-31,17:22:35,Don't send i love my phone 😅😅🤣🤣,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6319,2020-05-31,17:22:37,So that none of the codecs are changed in anyway.,rockyanexpert
6320,2020-05-31,17:22:44,Bruh,
6321,2020-05-31,17:22:56,"It's not, it just sends the file, no compression, nothing",
6322,2020-05-31,17:23:03,You can find in internet easily main file,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6323,2020-05-31,17:23:28,Has anyone got the original file?,rockyanexpert
6324,2020-05-31,17:23:59,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6325,2020-05-31,17:24:28,"Nevermind, the link is wrong",
6326,2020-05-31,17:25:07,Shit i gotta back everything up first,
6327,2020-05-31,17:25:27,Nahh let other try 🤣🤣,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6328,2020-05-31,17:25:47,"Im gonna make a video, wait",
6329,2020-05-31,17:26:05,"Done. No brick. K20P, Eu/Miui12",rockyanexpert
6330,2020-05-31,17:26:19,Im gon test on havoc,
6331,2020-05-31,17:26:58,Wall is beautiful tough,rockyanexpert
6332,2020-05-31,17:27:40,Try both png jpg both,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6333,2020-05-31,17:28:02,This one is png,rockyanexpert
6334,2020-05-31,17:28:40,,
6335,2020-05-31,17:28:42,Png works fine,
6336,2020-05-31,17:28:56,,rockyanexpert
6337,2020-05-31,17:29:03,This one jpg,rockyanexpert
6338,2020-05-31,17:29:11,Wew wallpaper also looks cool though,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6339,2020-05-31,17:29:22,So ig we are safe 😅😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6340,2020-05-31,17:29:22,,
6341,2020-05-31,17:29:24,Jpg fuck,
6342,2020-05-31,17:29:29,Killed my phone lmao,
6343,2020-05-31,17:29:47,Device?,rockyanexpert
6344,2020-05-31,17:29:55,Mi 9t pro with havoc os,
6345,2020-05-31,17:30:13,Im restoring data now,
6346,2020-05-31,17:30:23,😅😅😅 okay so we are not safe 😅😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6347,2020-05-31,17:30:31,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6348,2020-05-31,17:31:03,,rockyanexpert
6349,2020-05-31,17:31:11,,
6350,2020-05-31,17:31:58,Oh shit,
6351,2020-05-31,17:32:26,Proo 😅😅🔥,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6352,2020-05-31,17:36:17,"Remove from list.
Somebody may get a shock",rockyanexpert
6353,2020-05-31,17:37:02,They've been warned,
6354,2020-05-31,17:37:18,"Its already written , if he's so dumb i can't do anything 😅😅",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6355,2020-05-31,17:38:32,😂😂,rockyanexpert
6356,2020-05-31,17:39:24,Bruh,
6357,2020-05-31,17:39:32,Make for evo xd,
6358,2020-05-31,17:41:29,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6359,2020-05-31,17:47:02,Пизда телефону),SkepticaI
6360,2020-05-31,17:47:13,"Да бэкап есть, хуле",
6361,2020-05-31,17:47:34,Это что после обновления?,SkepticaI
6362,2020-05-31,17:48:04,"Нет, поставил обои и systemui крашится",
6363,2020-05-31,17:57:07,,
6364,2020-05-31,17:57:13,Whats this,
6365,2020-05-31,17:58:58,Free bricking device,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6366,2020-05-31,18:01:18,Lol,
6367,2020-05-31,18:06:43,Holy cow I backed up before trying this b/w how does it working😳,
6368,2020-05-31,18:07:17,Was shocked when I see those fuckn flickers lol,
6369,2020-05-31,18:07:46,This literally fucks system ui,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6370,2020-05-31,18:08:37,Basicalyy a pictures with Codes  encrypted inside colour gamut,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6371,2020-05-31,18:08:41,I guess,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6372,2020-05-31,18:09:51,INTERESTING😳,
6373,2020-05-31,18:11:11,👌,
6374,2020-05-31,18:14:36,,RAJ KIRAN A.N
6375,2020-05-31,18:16:12,This doesn't break miui i think,
6376,2020-05-31,18:17:38,This wall looks cool tbh 🤣🤣,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6377,2020-05-31,18:17:52,Yeah and png version works fine,
6378,2020-05-31,18:18:41,Wallpaper soon 😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6379,2020-05-31,18:18:57,With png ofc,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6380,2020-05-31,18:28:42,Ha,ahmed
6381,2020-05-31,18:29:50,"No effects on memeui , they strong",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6382,2020-05-31,18:45:15,New wallpaper arrived,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6383,2020-05-31,18:45:15,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6384,2020-05-31,18:45:15,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6385,2020-05-31,18:45:15,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6386,2020-05-31,18:45:15,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6387,2020-05-31,18:54:08,Fucks skia,Lord Vilain
6388,2020-05-31,18:54:38,"It depends on opengl skia 
Not dependent on ROM",Lord Vilain
6389,2020-05-31,18:54:59,Really ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6390,2020-05-31,18:55:34,"Not sure, but it seems like..",Lord Vilain
6391,2020-05-31,18:58:39,,
6392,2020-05-31,18:59:11,Okay in default also crashing 🤔🤔 interesting,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6393,2020-05-31,18:59:21,Maybe doesnt crash in vulkan,
6394,2020-05-31,19:01:17,Maybe don't try 😅😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6395,2020-05-31,19:01:34,"Hm, why not, got backup, will try later",
6396,2020-05-31,19:02:06,Okay pru brisk tester 🔥🤣🤣,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6397,2020-05-31,19:02:28,Try re-applying same wallpaper,Lord Vilain
6398,2020-05-31,19:02:47,How tf do i reapply same wallpaper when i crash on lockscreen🤣🤣,
6399,2020-05-31,19:02:51,Wtf,
6400,2020-05-31,19:03:08,Hmmm ..  Big brain,Lord Vilain
6401,2020-05-31,19:07:05,,K20 Pro / Mi9T pro Mods [ EOL ]
6402,2020-05-31,19:08:53,Do original file,GodkiLL
6403,2020-05-31,19:09:16,Which gcam you guys think it's the best?,★ Meitei Nupa★
6404,2020-05-31,19:10:16,Ultracam +mevcetin xml for main lens,
6405,2020-05-31,19:10:30,++++,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6406,2020-05-31,19:11:35,Ultra cam doesn't have wide angle!!,★ Meitei Nupa★
6407,2020-05-31,19:11:56,It have,Lord Vilain
6408,2020-05-31,19:12:04,It does u have to enable from settings,
6409,2020-05-31,19:12:09,It has,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6410,2020-05-31,19:12:11,Ok,★ Meitei Nupa★
6411,2020-05-31,19:12:16,Lemme try,★ Meitei Nupa★
6412,2020-05-31,19:13:50,Which main cam should I select?,★ Meitei Nupa★
6413,2020-05-31,19:14:03,What,
6414,2020-05-31,19:14:26,,★ Meitei Nupa★
6415,2020-05-31,19:14:40,Auto is fine,
6416,2020-05-31,19:14:47,Ok,★ Meitei Nupa★
6417,2020-05-31,19:20:55,I applied it nothing happen😶,‌‌‎Suraj ‌‌‎Kushwaha
6418,2020-05-31,19:22:21,R.I.P,Malayali #zilliqan
6419,2020-05-31,19:36:38,16:9 ratio don't works in ultraCVM it don't register pic in gallery,
6420,2020-05-31,19:37:31,I use pixel 4 for front,
6421,2020-05-31,19:40:31,"Bruh set it through ""styles & wallpapers""",
6422,2020-05-31,19:41:08,"What is the best gcam for night photography, that has an excellent photo of stars ...? thank you",Alex Faria
6423,2020-05-31,19:45:16,"I set it through ""styles and wallpapers"" nothing 🙃",Oscar Cadena
6424,2020-05-31,19:45:35,"Pro, congrats",
6425,2020-05-31,19:47:15,Lol I wanted to have an excuse to change my rom,Oscar Cadena
6426,2020-05-31,19:47:51,What rom r u using?,
6427,2020-05-31,19:50:01,Havoc off,Oscar Cadena
6428,2020-05-31,19:50:43,"Im using havoc, test build but havoc still. And my phone ded bruh",
6429,2020-05-31,19:51:06,why is it dead?,It's Me Mario
6430,2020-05-31,19:51:39,.,
6431,2020-05-31,19:51:41,.,
6432,2020-05-31,19:51:58,aaah,It's Me Mario
6433,2020-05-31,19:52:03,hahah,It's Me Mario
6434,2020-05-31,19:52:27,Like seriously? A wallpaper?,GodkiLL
6435,2020-05-31,19:52:29,,GodkiLL
6436,2020-05-31,19:52:37,"Lol so weird, I'm using immnesity kernel provided by developer btw",Oscar Cadena
6437,2020-05-31,19:53:20,crdroid is los fod?,It's Me Mario
6438,2020-05-31,19:53:58,Yes,
6439,2020-05-31,19:54:04,"What is the best gcam for night photography, that has an excellent photo of stars ...? thank you",Alex Faria
6440,2020-05-31,19:54:05,Guess yup,
6441,2020-05-31,19:54:10,Which build? 21st or 22nd of may?,
6442,2020-05-31,19:54:11,"I'm not using fod, maybe that's why",Oscar Cadena
6443,2020-05-31,19:54:14,TrCamera,
6444,2020-05-31,19:54:15,Hm,
6445,2020-05-31,19:54:30,U replied to wrong post,
6446,2020-05-31,19:54:44,Shot thanks 😂,
6447,2020-05-31,19:54:51,TrCamera,
6448,2020-05-31,19:57:02,365mb,
6449,2020-05-31,19:57:07,Yep,
6450,2020-05-31,19:57:16,1080p recording,
6451,2020-05-31,19:58:24,what is it?,Alex Faria
6452,2020-05-31,19:59:15,sorry but i'm still new to this,Alex Faria
6453,2020-05-31,20:01:33,Modified gcam,
6454,2020-05-31,20:02:28,It's a Gcam that have astrophoto mode with till 8min exposure time,
6455,2020-05-31,20:02:58,Night pic of my garden with 30sec exposure time using TrCamera,
6456,2020-05-31,20:03:21,nice garden,It's Me Mario
6457,2020-05-31,20:03:25,rich boy,It's Me Mario
6458,2020-05-31,20:03:28,:P,It's Me Mario
6459,2020-05-31,20:03:29,"Damn u have ""poor"" in ur nickname but your garden looks great af",
6460,2020-05-31,20:03:34,XDDD,hsgod 🇵🇱
6461,2020-05-31,20:03:37,hahah,It's Me Mario
6462,2020-05-31,20:03:52,Poor millionaire,Lord Vilain
6463,2020-05-31,20:03:57,al the money from his parents:P,It's Me Mario
6464,2020-05-31,20:04:24,Haha thanks 😉😂,
6465,2020-05-31,20:04:31,True 😁,
6466,2020-05-31,20:05:34,:P,It's Me Mario
6467,2020-05-31,20:06:19,I also live on farm from my mother in law with a big house,It's Me Mario
6468,2020-05-31,20:06:47,Im lucky with my girlfriend,It's Me Mario
6469,2020-05-31,20:07:05,Due to corona she makes the money and i am the housefather lol🤣,It's Me Mario
6470,2020-05-31,20:07:13,Filter gf admins😂,Lord Vilain
6471,2020-05-31,20:07:33,Hahah oops,It's Me Mario
6472,2020-05-31,20:07:36,Lol have a gf also 😉,
6473,2020-05-31,20:07:53,So cool,
6474,2020-05-31,20:08:01,I Had*,Lord Vilain
6475,2020-05-31,20:08:03,I have 130m² house + 400m² garden,
6476,2020-05-31,20:08:10,Damn,
6477,2020-05-31,20:08:38,,ahmed
6478,2020-05-31,20:09:33,Thx nice man big garden and how old are you?,It's Me Mario
6479,2020-05-31,20:09:50,and what is your gcam?,Alex Faria
6480,2020-05-31,20:11:07,Ultra CVM,
6481,2020-05-31,20:11:21,21 and u ?,
6482,2020-05-31,20:17:12,can you give me the link,Alex Faria
6483,2020-05-31,20:17:15,?,Alex Faria
6484,2020-05-31,20:24:57,"install the last one, right? 4.1?",Alex Faria
6485,2020-05-31,20:25:22,Yeah,
6486,2020-05-31,20:25:29,Ty,Alex Faria
6487,2020-05-31,20:40:21,26,It's Me Mario
6488,2020-05-31,20:40:28,Okok cool,
6489,2020-05-31,20:45:58,"is giving some error because it does not save the photo I took, or is all black or not even the photo appears",Alex Faria
6490,2020-05-31,20:51:05,"is giving some error because it does not save the photo I took, or is all black or not even the photo appears",Alex Faria
6491,2020-05-31,20:54:01,"Huh, clear app data",Lord Vilain
6492,2020-05-31,21:12:27,,It's Me Mario
6493,2020-05-31,21:12:28,,It's Me Mario
6494,2020-05-31,21:21:09,Which  gcam and .xml lol,Lord Vilain
6495,2020-05-31,21:26:16,Onfire with merv onfire xml,It's Me Mario
6496,2020-05-31,22:04:25,Wow looks good 😍,
6497,2020-05-31,22:25:07,"Yah already saw this 
Lxt lvl things i'm not ready for that 🤣🤣",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6498,2020-05-31,22:47:47,Thankyou,It's Me Mario
6499,2020-05-31,23:39:42,Alguém com Mi9T PRO com bugs na galeria ? 🤔,Jaboatao Notícias
6500,2020-05-31,23:40:05,,
6501,2020-05-31,23:40:18,Im gonna post this gif everytime someone speaks a foreign language,
6502,2020-05-31,23:43:40,English plz,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6503,2020-05-31,23:44:20,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6504,2020-05-31,23:47:10,😂 english is the basic you right it makes so sad if they ask something and its russian or spanish or indian😂😂,It's Me Mario
6505,2020-06-01,00:28:31,"Only in english, please.",ɹoıun̗ſ
6506,2020-06-01,00:32:48,Np bro 😉 which country ?,
6507,2020-06-01,00:33:52,Nope only some Gcam have bug.. the biggest known is slowmo but ultra CVM have slowmo works strangely,
6508,2020-06-01,00:34:11,U reply wrong again,
6509,2020-06-01,00:34:27,Oh damn my eyes 😂,
6510,2020-06-01,00:34:34,,
6511,2020-06-01,00:34:36,Netherlands,It's Me Mario
6512,2020-06-01,00:34:47,Oh cool I'm from France,
6513,2020-06-01,00:43:15,Yeah you sad,It's Me Mario
6514,2020-06-01,00:49:10,"Price of house is huge in France... In Paris, 1M € for 70m² apartment and 1.5M € for 100m² house",
6515,2020-06-01,00:51:51,Da fuck,It's Me Mario
6516,2020-06-01,01:03:32,Yeaa,
6517,2020-06-01,01:21:42,,
6518,2020-06-01,01:21:50,UltraCVM + my own xml,
6519,2020-06-01,02:14:25,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6520,2020-06-01,02:14:25,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6521,2020-06-01,02:14:25,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6522,2020-06-01,02:14:25,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6523,2020-06-01,03:32:10,,Mevlut
6524,2020-06-01,03:33:05,Onfire= best denoise,Mevlut
6525,2020-06-01,10:03:59,miui eu 20.5.28..is it just me or the sync toggle in qs is no longer there?,ezzat amir
6526,2020-06-01,11:20:26,Imx 586 ofilm is k20pro  sensor,Fuzail Khan Azmi
6527,2020-06-01,11:42:07,But where is the garden?,HRC70887W_Asim ㅤㅤ
6528,2020-06-01,11:43:25,,HRC70887W_Asim ㅤㅤ
6529,2020-06-01,12:08:45,Ty,★ Meitei Nupa★
6530,2020-06-01,12:15:28,,K20 Pro / Mi9T pro Mods [ EOL ]
6531,2020-06-01,14:33:20,❤️,kingsathurthi
6532,2020-06-01,14:33:33,Could you share xml,kingsathurthi
6533,2020-06-01,14:53:09,Yeah,
6534,2020-06-01,14:54:45,,
6535,2020-06-01,14:54:56,XML for ultraCVM,
6536,2020-06-01,15:32:30,Which version 4.1?,UXAS ✗ DARKSEID (◣_◢)ᴹᵒˢᵗˡʸ ᴬᶜᵗⁱᵛᵉ
6537,2020-06-01,15:44:22,Yrp,
6538,2020-06-01,16:56:27,where i can download this wall?,Parth Clancy
6539,2020-06-01,17:20:26,hey can you tell me from where i can download super wallpepar of miui 12  and i am already on lastest miui 12 beta but not able to download,Parth Clancy
6540,2020-06-01,17:30:12,What its already prebuilt in miui 12,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
6541,2020-06-01,20:05:01,it's not,Parth Clancy
6542,2020-06-01,20:51:54,How to flash it on k20 pro Indian variant,AayuSH
6543,2020-06-01,21:07:44,"Itachi wallpaper is really good,any high quality version of it?",Monil Solanki
6544,2020-06-01,21:11:16,steps to upgrade to miui please,Samuel G
